time,cookie_def,necessary_option,necessary_response,necessary_likert,targeting_option,targeting_response,targeting_likert,functional_option,functional_response,functional_likert,performance_option,performance_response,performance_likert,new_term_option,new_term_response,age,gender,edu,tech
212,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to store the user's browsing history.,Neutral,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to measure and improve site features.,Neutral,advertising,targeted,36-45,Man,2 year degree,No
107,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to store the user's browsing history.,Likely,targeting,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed for the site to run.,Likely,statistics,Cookies needed to measure and improve site features.,Neutral,advertising,advertising,36-45,Woman,4 year degree,No
345,A token stored in a user’s browser that keeps track of their network traffic.,basic functionality,I don't know,Neutral,targeting,I don't know,Neutral,preference,,Neutral,performance,I don't know,Neutral,necessary,Performance ,26-35,Man,Professional degree,No
192,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,I don't know,Neutral,advertising,Cookies used to personalize user ad experience.,Likely,functional,I don't know,Neutral,performance,Cookies needed to make the site faster.,Likely,advertising,ad,66+,Man,4 year degree,Yes
538,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to measure and improve site features.,Neutral,performance,Performance,36-45,Man,Some college,No
1077,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed to store the user's browsing history.,Likely,advertising,Cookies used to personalize user ad experience.,Neutral,functional,Cookies needed for the site to run.,Likely,performance,Cookies that are given higher priority over other site cookies.,Likely,functional,Function,18-25,Man,Some college,No
346,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies needed to collect user location.,Likely,preference,Cookies needed to help personalize site services.,Unlikely,statistics,Cookies needed to measure and improve site features.,Very likely,performance,preference cookie,26-35,Woman,Some college,Yes
107,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,,Neutral,statistics,I don't know,Very unlikely,advertising,Personalization,66+,Woman,4 year degree,No
106,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to measure and improve site features.,Very likely,functional,functional,26-35,Woman,4 year degree,Yes
147,An extension for the website that adds extra features to the website.,basic functionality,Cookies needed to personalize user experience.,Likely,advertising,Cookies needed to make ads appear.,Unlikely,functional,Cookies needed for the site to run.,Likely,traffic,Cookies needed to make the site faster.,Likely,functional,Personalization ,18-25,Woman,Some college,No
67,I don’t know,strictly necessary,Cookies needed for the site to run.,Very likely,targeting,Cookies used to personalize user ad experience.,Very likely,preference,Cookies needed for the site to run.,Very likely,statistics,Cookies needed to measure and improve site features.,Very likely,functional,Personalization ,36-45,Woman,4 year degree,No
140,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Likely,targeting,Cookies needed to make ads appear.,Very unlikely,preference,Cookies needed to help personalize site services.,Neutral,statistics,Cookies needed to measure and improve site features.,Neutral,performance,performance,26-35,Woman,Some college,No
490,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed to personalize user experience.,Neutral,targeting,I don't know,Unlikely,preference,Cookies needed to help personalize site services.,Neutral,performance,Cookies needed to measure and improve site features.,Neutral,functional,personalized cookies,36-45,Woman,Professional degree,No
303,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Unlikely,preference,Cookies needed for the site to run.,Likely,traffic,Cookies needed to measure and improve site features.,Neutral,necessary,strictly necessary,56-65,Woman,Professional degree,No
263,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Unlikely,performance,Cookies needed to measure and improve site features.,Very unlikely,performance,performance,66+,Woman,2 year degree,No
87,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,targeting,Cookies used to personalize user ad experience.,Neutral,preference,Cookies needed to help personalize site services.,Likely,performance,Cookies needed to measure and improve site features.,Neutral,advertising,Inclusive ,26-35,Man,4 year degree,No
97,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,I don't know,Neutral,advertising,I don't know,Neutral,functional,I don't know,Neutral,performance,I don't know,Neutral,advertising,Advertising ,46-55,Man,Professional degree,No
3340,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,strictly necessary,Cookies needed for the site to run.,Likely,advertising,Cookies needed to collect user location.,Likely,preference,Cookies needed to help personalize site services.,Likely,statistics,Cookies needed to make the site faster.,Likely,performance,privacy ,26-35,Man,Some college,Yes
69,A small piece of data stored on a computer to keep track of information such as logins or websites the user has visited previously.,basic functionality,Cookies needed for the site to run.,Very likely,advertising,Cookies used to personalize user ad experience.,Very unlikely,preference,Cookies needed to help personalize site services.,Very unlikely,statistics,Cookies needed to measure and improve site features.,Very unlikely,performance,statistics,18-25,Man,High school graduate,Yes
